Date|Group|Nombre d'attaques
2021-05-11|xinglocker|1
2021-05-06|xinglocker|3
2021-04-29|lorenz|1
2021-04-29|xinglocker|2
2021-04-13|lorenz|1
2021-04-11|lorenz|1
2021-04-01|lorenz|3
2021-02-11|lorenz|1
2021-02-08|ragnarlocker|1
2021-01-26|ragnarlocker|1
2021-01-10|lorenz|1
2021-01-01|avoslocker|1
2020-12-24|ragnarlocker|1
2020-12-23|ragnarlocker|1
2020-12-20|lorenz|1
2020-12-18|ragnarlocker|1
2020-12-14|ragnarlocker|1
2020-12-13|ragnarlocker|1
2020-12-12|ragnarlocker|1
2020-12-10|ragnarlocker|3
2020-12-06|ragnarlocker|1
2020-12-05|ragnarlocker|1
2020-11-30|ragnarlocker|1
2020-11-10|ragnarlocker|1
2020-11-08|ragnarlocker|2
2020-11-01|ragnarlocker|1
2020-10-30|ragnarlocker|1
2020-10-20|ragnarlocker|1
2020-10-08|ragnarlocker|1
2020-09-27|ragnarlocker|1
2020-07-13|ragnarlocker|1
2020-06-22|ragnarlocker|5
2020-06-19|ragnarlocker|2
2020-06-11|ragnarlocker|2
2020-06-10|ragnarlocker|1
2020-01-12|lorenz|1
